"Team","Team.link","team.link.ref","Conf","Conf.link","conf.link.ref","Year"
"St. Francis PA","team.php?team=St.+Francis+PA","St.+Francis+PA","NEC","conf.php?c=NEC","NEC",2014
"St. John's","team.php?team=St.+John%27s","St.+John%27s","BE","conf.php?c=BE","BE",2014
"Stanford","team.php?team=Stanford","Stanford","P12","conf.php?c=P12","P12",2014
"Stephen F. Austin","team.php?team=Stephen+F.+Austin","Stephen+F.+Austin","Slnd","conf.php?c=Slnd","Slnd",2014
"Stetson","team.php?team=Stetson","Stetson","ASun","conf.php?c=ASun","ASun",2014
"Stony Brook","team.php?team=Stony+Brook","Stony+Brook","AE","conf.php?c=AE","AE",2014
"Syracuse","team.php?team=Syracuse","Syracuse","ACC","conf.php?c=ACC","ACC",2014
"TCU","team.php?team=TCU","TCU","B12","conf.php?c=B12","B12",2014
"Temple","team.php?team=Temple","Temple","Amer","conf.php?c=Amer","Amer",2014
"Tennessee","team.php?team=Tennessee","Tennessee","SEC","conf.php?c=SEC","SEC",2014
"Tennessee Martin","team.php?team=Tennessee+Martin","Tennessee+Martin","OVC","conf.php?c=OVC","OVC",2014
"Tennessee St.","team.php?team=Tennessee+St.","Tennessee+St.","OVC","conf.php?c=OVC","OVC",2014
"Tennessee Tech","team.php?team=Tennessee+Tech","Tennessee+Tech","OVC","conf.php?c=OVC","OVC",2014
"Texas","team.php?team=Texas","Texas","B12","conf.php?c=B12","B12",2014
"Texas A&M","team.php?team=Texas+A%26M","Texas+A%26M","SEC","conf.php?c=SEC","SEC",2014
"Texas A&M Corpus Chris","team.php?team=Texas+A%26M+Corpus+Chris","Texas+A%26M+Corpus+Chris","Slnd","conf.php?c=Slnd","Slnd",2014
"Texas Pan American","team.php?team=Texas+Pan+American","Texas+Pan+American","WAC","conf.php?c=WAC","WAC",2014
"Texas Southern","team.php?team=Texas+Southern","Texas+Southern","SWAC","conf.php?c=SWAC","SWAC",2014
"Texas St.","team.php?team=Texas+St.","Texas+St.","SB","conf.php?c=SB","SB",2014
"Texas Tech","team.php?team=Texas+Tech","Texas+Tech","B12","conf.php?c=B12","B12",2014
"The Citadel","team.php?team=The+Citadel","The+Citadel","SC","conf.php?c=SC","SC",2014
"Toledo","team.php?team=Toledo","Toledo","MAC","conf.php?c=MAC","MAC",2014
"Towson","team.php?team=Towson","Towson","CAA","conf.php?c=CAA","CAA",2014
"Troy","team.php?team=Troy","Troy","SB","conf.php?c=SB","SB",2014
"Tulane","team.php?team=Tulane","Tulane","CUSA","conf.php?c=CUSA","CUSA",2014
"Tulsa","team.php?team=Tulsa","Tulsa","CUSA","conf.php?c=CUSA","CUSA",2014
"UAB","team.php?team=UAB","UAB","CUSA","conf.php?c=CUSA","CUSA",2014
"UC Davis","team.php?team=UC+Davis","UC+Davis","BW","conf.php?c=BW","BW",2014
"UC Irvine","team.php?team=UC+Irvine","UC+Irvine","BW","conf.php?c=BW","BW",2014
"UC Riverside","team.php?team=UC+Riverside","UC+Riverside","BW","conf.php?c=BW","BW",2014
"UC Santa Barbara","team.php?team=UC+Santa+Barbara","UC+Santa+Barbara","BW","conf.php?c=BW","BW",2014
"UCF","team.php?team=UCF","UCF","Amer","conf.php?c=Amer","Amer",2014
"UCLA","team.php?team=UCLA","UCLA","P12","conf.php?c=P12","P12",2014
"UMBC","team.php?team=UMBC","UMBC","AE","conf.php?c=AE","AE",2014
"UMKC","team.php?team=UMKC","UMKC","WAC","conf.php?c=WAC","WAC",2014
"UMass Lowell","team.php?team=UMass+Lowell","UMass+Lowell","AE","conf.php?c=AE","AE",2014
"UNC Asheville","team.php?team=UNC+Asheville","UNC+Asheville","BSth","conf.php?c=BSth","BSth",2014
"UNC Greensboro","team.php?team=UNC+Greensboro","UNC+Greensboro","SC","conf.php?c=SC","SC",2014
"UNC Wilmington","team.php?team=UNC+Wilmington","UNC+Wilmington","CAA","conf.php?c=CAA","CAA",2014
"UNLV","team.php?team=UNLV","UNLV","MWC","conf.php?c=MWC","MWC",2014
"USC","team.php?team=USC","USC","P12","conf.php?c=P12","P12",2014
"USC Upstate","team.php?team=USC+Upstate","USC+Upstate","ASun","conf.php?c=ASun","ASun",2014
"UT Arlington","team.php?team=UT+Arlington","UT+Arlington","SB","conf.php?c=SB","SB",2014
"UTEP","team.php?team=UTEP","UTEP","CUSA","conf.php?c=CUSA","CUSA",2014
"UTSA","team.php?team=UTSA","UTSA","CUSA","conf.php?c=CUSA","CUSA",2014
"Utah","team.php?team=Utah","Utah","P12","conf.php?c=P12","P12",2014
"Utah St.","team.php?team=Utah+St.","Utah+St.","MWC","conf.php?c=MWC","MWC",2014
"Utah Valley","team.php?team=Utah+Valley","Utah+Valley","WAC","conf.php?c=WAC","WAC",2014
"VCU","team.php?team=VCU","VCU","A10","conf.php?c=A10","A10",2014
"VMI","team.php?team=VMI","VMI","BSth","conf.php?c=BSth","BSth",2014
"Valparaiso","team.php?team=Valparaiso","Valparaiso","Horz","conf.php?c=Horz","Horz",2014
"Vanderbilt","team.php?team=Vanderbilt","Vanderbilt","SEC","conf.php?c=SEC","SEC",2014
"Vermont","team.php?team=Vermont","Vermont","AE","conf.php?c=AE","AE",2014
"Villanova","team.php?team=Villanova","Villanova","BE","conf.php?c=BE","BE",2014
"Virginia","team.php?team=Virginia","Virginia","ACC","conf.php?c=ACC","ACC",2014
"Virginia Tech","team.php?team=Virginia+Tech","Virginia+Tech","ACC","conf.php?c=ACC","ACC",2014
"Wagner","team.php?team=Wagner","Wagner","NEC","conf.php?c=NEC","NEC",2014
"Wake Forest","team.php?team=Wake+Forest","Wake+Forest","ACC","conf.php?c=ACC","ACC",2014
"Washington","team.php?team=Washington","Washington","P12","conf.php?c=P12","P12",2014
"Washington St.","team.php?team=Washington+St.","Washington+St.","P12","conf.php?c=P12","P12",2014
"Weber St.","team.php?team=Weber+St.","Weber+St.","BSky","conf.php?c=BSky","BSky",2014
"West Virginia","team.php?team=West+Virginia","West+Virginia","B12","conf.php?c=B12","B12",2014
"Western Carolina","team.php?team=Western+Carolina","Western+Carolina","SC","conf.php?c=SC","SC",2014
"Western Illinois","team.php?team=Western+Illinois","Western+Illinois","Sum","conf.php?c=Sum","Sum",2014
"Western Kentucky","team.php?team=Western+Kentucky","Western+Kentucky","SB","conf.php?c=SB","SB",2014
"Western Michigan","team.php?team=Western+Michigan","Western+Michigan","MAC","conf.php?c=MAC","MAC",2014
"Wichita St.","team.php?team=Wichita+St.","Wichita+St.","MVC","conf.php?c=MVC","MVC",2014
"William & Mary","team.php?team=William+%26+Mary","William+%26+Mary","CAA","conf.php?c=CAA","CAA",2014
"Winthrop","team.php?team=Winthrop","Winthrop","BSth","conf.php?c=BSth","BSth",2014
"Wisconsin","team.php?team=Wisconsin","Wisconsin","B10","conf.php?c=B10","B10",2014
"Wofford","team.php?team=Wofford","Wofford","SC","conf.php?c=SC","SC",2014
"Wright St.","team.php?team=Wright+St.","Wright+St.","Horz","conf.php?c=Horz","Horz",2014
"Wyoming","team.php?team=Wyoming","Wyoming","MWC","conf.php?c=MWC","MWC",2014
"Xavier","team.php?team=Xavier","Xavier","BE","conf.php?c=BE","BE",2014
"Yale","team.php?team=Yale","Yale","Ivy","conf.php?c=Ivy","Ivy",2014
"Youngstown St.","team.php?team=Youngstown+St.","Youngstown+St.","Horz","conf.php?c=Horz","Horz",2014
"Air Force","team.php?team=Air+Force","Air+Force","MWC","conf.php?c=MWC","MWC",2013
"Akron","team.php?team=Akron","Akron","MAC","conf.php?c=MAC","MAC",2013
"Alabama","team.php?team=Alabama","Alabama","SEC","conf.php?c=SEC","SEC",2013
"Alabama A&M","team.php?team=Alabama+A%26M","Alabama+A%26M","SWAC","conf.php?c=SWAC","SWAC",2013
"Alabama St.","team.php?team=Alabama+St.","Alabama+St.","SWAC","conf.php?c=SWAC","SWAC",2013
"Albany","team.php?team=Albany","Albany","AE","conf.php?c=AE","AE",2013
"Alcorn St.","team.php?team=Alcorn+St.","Alcorn+St.","SWAC","conf.php?c=SWAC","SWAC",2013
"American","team.php?team=American","American","Pat","conf.php?c=Pat","Pat",2013
"Appalachian St.","team.php?team=Appalachian+St.","Appalachian+St.","SC","conf.php?c=SC","SC",2013
"Arizona","team.php?team=Arizona","Arizona","P12","conf.php?c=P12","P12",2013
"Arizona St.","team.php?team=Arizona+St.","Arizona+St.","P12","conf.php?c=P12","P12",2013
"Arkansas","team.php?team=Arkansas","Arkansas","SEC","conf.php?c=SEC","SEC",2013
"Arkansas Little Rock","team.php?team=Arkansas+Little+Rock","Arkansas+Little+Rock","SB","conf.php?c=SB","SB",2013
"Arkansas Pine Bluff","team.php?team=Arkansas+Pine+Bluff","Arkansas+Pine+Bluff","SWAC","conf.php?c=SWAC","SWAC",2013
"Arkansas St.","team.php?team=Arkansas+St.","Arkansas+St.","SB","conf.php?c=SB","SB",2013
"Army","team.php?team=Army","Army","Pat","conf.php?c=Pat","Pat",2013
"Auburn","team.php?team=Auburn","Auburn","SEC","conf.php?c=SEC","SEC",2013
"Austin Peay","team.php?team=Austin+Peay","Austin+Peay","OVC","conf.php?c=OVC","OVC",2013
"BYU","team.php?team=BYU","BYU","WCC","conf.php?c=WCC","WCC",2013
"Ball St.","team.php?team=Ball+St.","Ball+St.","MAC","conf.php?c=MAC","MAC",2013
"Baylor","team.php?team=Baylor","Baylor","B12","conf.php?c=B12","B12",2013
"Belmont","team.php?team=Belmont","Belmont","OVC","conf.php?c=OVC","OVC",2013
"Bethune Cookman","team.php?team=Bethune+Cookman","Bethune+Cookman","MEAC","conf.php?c=MEAC","MEAC",2013
"Binghamton","team.php?team=Binghamton","Binghamton","AE","conf.php?c=AE","AE",2013
"Boise St.","team.php?team=Boise+St.","Boise+St.","MWC","conf.php?c=MWC","MWC",2013
"Boston College","team.php?team=Boston+College","Boston+College","ACC","conf.php?c=ACC","ACC",2013
"Boston University","team.php?team=Boston+University","Boston+University","AE","conf.php?c=AE","AE",2013
"Bowling Green","team.php?team=Bowling+Green","Bowling+Green","MAC","conf.php?c=MAC","MAC",2013
"Bradley","team.php?team=Bradley","Bradley","MVC","conf.php?c=MVC","MVC",2013
"Brown","team.php?team=Brown","Brown","Ivy","conf.php?c=Ivy","Ivy",2013
"Bryant","team.php?team=Bryant","Bryant","NEC","conf.php?c=NEC","NEC",2013
"Bucknell","team.php?team=Bucknell","Bucknell","Pat","conf.php?c=Pat","Pat",2013
"Buffalo","team.php?team=Buffalo","Buffalo","MAC","conf.php?c=MAC","MAC",2013
"Butler","team.php?team=Butler","Butler","A10","conf.php?c=A10","A10",2013
"Cal Poly","team.php?team=Cal+Poly","Cal+Poly","BW","conf.php?c=BW","BW",2013
"Cal St. Bakersfield","team.php?team=Cal+St.+Bakersfield","Cal+St.+Bakersfield","ind","conf.php?c=ind","ind",2013
"Cal St. Fullerton","team.php?team=Cal+St.+Fullerton","Cal+St.+Fullerton","BW","conf.php?c=BW","BW",2013
"Cal St. Northridge","team.php?team=Cal+St.+Northridge","Cal+St.+Northridge","BW","conf.php?c=BW","BW",2013
"California","team.php?team=California","California","P12","conf.php?c=P12","P12",2013
"Campbell","team.php?team=Campbell","Campbell","BSth","conf.php?c=BSth","BSth",2013
"Canisius","team.php?team=Canisius","Canisius","MAAC","conf.php?c=MAAC","MAAC",2013
"Central Arkansas","team.php?team=Central+Arkansas","Central+Arkansas","Slnd","conf.php?c=Slnd","Slnd",2013
"Central Connecticut","team.php?team=Central+Connecticut","Central+Connecticut","NEC","conf.php?c=NEC","NEC",2013
"Central Michigan","team.php?team=Central+Michigan","Central+Michigan","MAC","conf.php?c=MAC","MAC",2013
"Charleston Southern","team.php?team=Charleston+Southern","Charleston+Southern","BSth","conf.php?c=BSth","BSth",2013
"Charlotte","team.php?team=Charlotte","Charlotte","A10","conf.php?c=A10","A10",2013
"Chattanooga","team.php?team=Chattanooga","Chattanooga","SC","conf.php?c=SC","SC",2013
"Chicago St.","team.php?team=Chicago+St.","Chicago+St.","GWC","conf.php?c=GWC","GWC",2013
"Cincinnati","team.php?team=Cincinnati","Cincinnati","BE","conf.php?c=BE","BE",2013
"Clemson","team.php?team=Clemson","Clemson","ACC","conf.php?c=ACC","ACC",2013
"Cleveland St.","team.php?team=Cleveland+St.","Cleveland+St.","Horz","conf.php?c=Horz","Horz",2013
"Coastal Carolina","team.php?team=Coastal+Carolina","Coastal+Carolina","BSth","conf.php?c=BSth","BSth",2013
"Colgate","team.php?team=Colgate","Colgate","Pat","conf.php?c=Pat","Pat",2013
"College of Charleston","team.php?team=College+of+Charleston","College+of+Charleston","SC","conf.php?c=SC","SC",2013
"Colorado","team.php?team=Colorado","Colorado","P12","conf.php?c=P12","P12",2013
"Colorado St.","team.php?team=Colorado+St.","Colorado+St.","MWC","conf.php?c=MWC","MWC",2013
"Columbia","team.php?team=Columbia","Columbia","Ivy","conf.php?c=Ivy","Ivy",2013
"Connecticut","team.php?team=Connecticut","Connecticut","BE","conf.php?c=BE","BE",2013
"Coppin St.","team.php?team=Coppin+St.","Coppin+St.","MEAC","conf.php?c=MEAC","MEAC",2013
"Cornell","team.php?team=Cornell","Cornell","Ivy","conf.php?c=Ivy","Ivy",2013
"Creighton","team.php?team=Creighton","Creighton","MVC","conf.php?c=MVC","MVC",2013
"Dartmouth","team.php?team=Dartmouth","Dartmouth","Ivy","conf.php?c=Ivy","Ivy",2013
"Davidson","team.php?team=Davidson","Davidson","SC","conf.php?c=SC","SC",2013
"Dayton","team.php?team=Dayton","Dayton","A10","conf.php?c=A10","A10",2013
"DePaul","team.php?team=DePaul","DePaul","BE","conf.php?c=BE","BE",2013
"Delaware","team.php?team=Delaware","Delaware","CAA","conf.php?c=CAA","CAA",2013
"Delaware St.","team.php?team=Delaware+St.","Delaware+St.","MEAC","conf.php?c=MEAC","MEAC",2013
"Denver","team.php?team=Denver","Denver","WAC","conf.php?c=WAC","WAC",2013
"Detroit","team.php?team=Detroit","Detroit","Horz","conf.php?c=Horz","Horz",2013
"Drake","team.php?team=Drake","Drake","MVC","conf.php?c=MVC","MVC",2013
"Drexel","team.php?team=Drexel","Drexel","CAA","conf.php?c=CAA","CAA",2013
"Duke","team.php?team=Duke","Duke","ACC","conf.php?c=ACC","ACC",2013
"Duquesne","team.php?team=Duquesne","Duquesne","A10","conf.php?c=A10","A10",2013
"East Carolina","team.php?team=East+Carolina","East+Carolina","CUSA","conf.php?c=CUSA","CUSA",2013
"East Tennessee St.","team.php?team=East+Tennessee+St.","East+Tennessee+St.","ASun","conf.php?c=ASun","ASun",2013
"Eastern Illinois","team.php?team=Eastern+Illinois","Eastern+Illinois","OVC","conf.php?c=OVC","OVC",2013
"Eastern Kentucky","team.php?team=Eastern+Kentucky","Eastern+Kentucky","OVC","conf.php?c=OVC","OVC",2013
"Eastern Michigan","team.php?team=Eastern+Michigan","Eastern+Michigan","MAC","conf.php?c=MAC","MAC",2013
"Eastern Washington","team.php?team=Eastern+Washington","Eastern+Washington","BSky","conf.php?c=BSky","BSky",2013
"Elon","team.php?team=Elon","Elon","SC","conf.php?c=SC","SC",2013
"Evansville","team.php?team=Evansville","Evansville","MVC","conf.php?c=MVC","MVC",2013
"FIU","team.php?team=FIU","FIU","SB","conf.php?c=SB","SB",2013
"Fairfield","team.php?team=Fairfield","Fairfield","MAAC","conf.php?c=MAAC","MAAC",2013
"Fairleigh Dickinson","team.php?team=Fairleigh+Dickinson","Fairleigh+Dickinson","NEC","conf.php?c=NEC","NEC",2013
"Florida","team.php?team=Florida","Florida","SEC","conf.php?c=SEC","SEC",2013
"Florida A&M","team.php?team=Florida+A%26M","Florida+A%26M","MEAC","conf.php?c=MEAC","MEAC",2013
"Florida Atlantic","team.php?team=Florida+Atlantic","Florida+Atlantic","SB","conf.php?c=SB","SB",2013
"Florida Gulf Coast","team.php?team=Florida+Gulf+Coast","Florida+Gulf+Coast","ASun","conf.php?c=ASun","ASun",2013
"Florida St.","team.php?team=Florida+St.","Florida+St.","ACC","conf.php?c=ACC","ACC",2013
"Fordham","team.php?team=Fordham","Fordham","A10","conf.php?c=A10","A10",2013
"Fresno St.","team.php?team=Fresno+St.","Fresno+St.","MWC","conf.php?c=MWC","MWC",2013
"Furman","team.php?team=Furman","Furman","SC","conf.php?c=SC","SC",2013
"Gardner Webb","team.php?team=Gardner+Webb","Gardner+Webb","BSth","conf.php?c=BSth","BSth",2013
"George Mason","team.php?team=George+Mason","George+Mason","CAA","conf.php?c=CAA","CAA",2013
"George Washington","team.php?team=George+Washington","George+Washington","A10","conf.php?c=A10","A10",2013
"Georgetown","team.php?team=Georgetown","Georgetown","BE","conf.php?c=BE","BE",2013
"Georgia","team.php?team=Georgia","Georgia","SEC","conf.php?c=SEC","SEC",2013
"Georgia Southern","team.php?team=Georgia+Southern","Georgia+Southern","SC","conf.php?c=SC","SC",2013
"Georgia St.","team.php?team=Georgia+St.","Georgia+St.","CAA","conf.php?c=CAA","CAA",2013
"Georgia Tech","team.php?team=Georgia+Tech","Georgia+Tech","ACC","conf.php?c=ACC","ACC",2013
"Gonzaga","team.php?team=Gonzaga","Gonzaga","WCC","conf.php?c=WCC","WCC",2013
"Grambling St.","team.php?team=Grambling+St.","Grambling+St.","SWAC","conf.php?c=SWAC","SWAC",2013
"Green Bay","team.php?team=Green+Bay","Green+Bay","Horz","conf.php?c=Horz","Horz",2013
"Hampton","team.php?team=Hampton","Hampton","MEAC","conf.php?c=MEAC","MEAC",2013
"Hartford","team.php?team=Hartford","Hartford","AE","conf.php?c=AE","AE",2013
"Harvard","team.php?team=Harvard","Harvard","Ivy","conf.php?c=Ivy","Ivy",2013
"Hawaii","team.php?team=Hawaii","Hawaii","BW","conf.php?c=BW","BW",2013
"High Point","team.php?team=High+Point","High+Point","BSth","conf.php?c=BSth","BSth",2013
"Hofstra","team.php?team=Hofstra","Hofstra","CAA","conf.php?c=CAA","CAA",2013
"Holy Cross","team.php?team=Holy+Cross","Holy+Cross","Pat","conf.php?c=Pat","Pat",2013
"Houston","team.php?team=Houston","Houston","CUSA","conf.php?c=CUSA","CUSA",2013
"Houston Baptist","team.php?team=Houston+Baptist","Houston+Baptist","GWC","conf.php?c=GWC","GWC",2013
"Howard","team.php?team=Howard","Howard","MEAC","conf.php?c=MEAC","MEAC",2013
"IPFW","team.php?team=IPFW","IPFW","Sum","conf.php?c=Sum","Sum",2013
"IUPUI","team.php?team=IUPUI","IUPUI","Sum","conf.php?c=Sum","Sum",2013
"Idaho","team.php?team=Idaho","Idaho","WAC","conf.php?c=WAC","WAC",2013
"Idaho St.","team.php?team=Idaho+St.","Idaho+St.","BSky","conf.php?c=BSky","BSky",2013
"Illinois","team.php?team=Illinois","Illinois","B10","conf.php?c=B10","B10",2013
"Illinois Chicago","team.php?team=Illinois+Chicago","Illinois+Chicago","Horz","conf.php?c=Horz","Horz",2013
"Illinois St.","team.php?team=Illinois+St.","Illinois+St.","MVC","conf.php?c=MVC","MVC",2013
"Indiana","team.php?team=Indiana","Indiana","B10","conf.php?c=B10","B10",2013
"Indiana St.","team.php?team=Indiana+St.","Indiana+St.","MVC","conf.php?c=MVC","MVC",2013
"Iona","team.php?team=Iona","Iona","MAAC","conf.php?c=MAAC","MAAC",2013
"Iowa","team.php?team=Iowa","Iowa","B10","conf.php?c=B10","B10",2013
"Iowa St.","team.php?team=Iowa+St.","Iowa+St.","B12","conf.php?c=B12","B12",2013
"Jackson St.","team.php?team=Jackson+St.","Jackson+St.","SWAC","conf.php?c=SWAC","SWAC",2013
"Jacksonville","team.php?team=Jacksonville","Jacksonville","ASun","conf.php?c=ASun","ASun",2013
"Jacksonville St.","team.php?team=Jacksonville+St.","Jacksonville+St.","OVC","conf.php?c=OVC","OVC",2013
"James Madison","team.php?team=James+Madison","James+Madison","CAA","conf.php?c=CAA","CAA",2013
"Kansas","team.php?team=Kansas","Kansas","B12","conf.php?c=B12","B12",2013
"Kansas St.","team.php?team=Kansas+St.","Kansas+St.","B12","conf.php?c=B12","B12",2013
"Kennesaw St.","team.php?team=Kennesaw+St.","Kennesaw+St.","ASun","conf.php?c=ASun","ASun",2013
"Kent St.","team.php?team=Kent+St.","Kent+St.","MAC","conf.php?c=MAC","MAC",2013
"Kentucky","team.php?team=Kentucky","Kentucky","SEC","conf.php?c=SEC","SEC",2013
"LIU Brooklyn","team.php?team=LIU+Brooklyn","LIU+Brooklyn","NEC","conf.php?c=NEC","NEC",2013
"LSU","team.php?team=LSU","LSU","SEC","conf.php?c=SEC","SEC",2013
"La Salle","team.php?team=La+Salle","La+Salle","A10","conf.php?c=A10","A10",2013
"Lafayette","team.php?team=Lafayette","Lafayette","Pat","conf.php?c=Pat","Pat",2013
"Lamar","team.php?team=Lamar","Lamar","Slnd","conf.php?c=Slnd","Slnd",2013
"Lehigh","team.php?team=Lehigh","Lehigh","Pat","conf.php?c=Pat","Pat",2013
"Liberty","team.php?team=Liberty","Liberty","BSth","conf.php?c=BSth","BSth",2013
"Lipscomb","team.php?team=Lipscomb","Lipscomb","ASun","conf.php?c=ASun","ASun",2013
"Long Beach St.","team.php?team=Long+Beach+St.","Long+Beach+St.","BW","conf.php?c=BW","BW",2013
"Longwood","team.php?team=Longwood","Longwood","BSth","conf.php?c=BSth","BSth",2013
"Louisiana Lafayette","team.php?team=Louisiana+Lafayette","Louisiana+Lafayette","SB","conf.php?c=SB","SB",2013
"Louisiana Monroe","team.php?team=Louisiana+Monroe","Louisiana+Monroe","SB","conf.php?c=SB","SB",2013
"Louisiana Tech","team.php?team=Louisiana+Tech","Louisiana+Tech","WAC","conf.php?c=WAC","WAC",2013
"Louisville","team.php?team=Louisville","Louisville","BE","conf.php?c=BE","BE",2013
"Loyola Chicago","team.php?team=Loyola+Chicago","Loyola+Chicago","Horz","conf.php?c=Horz","Horz",2013
"Loyola MD","team.php?team=Loyola+MD","Loyola+MD","MAAC","conf.php?c=MAAC","MAAC",2013
"Loyola Marymount","team.php?team=Loyola+Marymount","Loyola+Marymount","WCC","conf.php?c=WCC","WCC",2013
"Maine","team.php?team=Maine","Maine","AE","conf.php?c=AE","AE",2013
"Manhattan","team.php?team=Manhattan","Manhattan","MAAC","conf.php?c=MAAC","MAAC",2013
